Datetime,Date,Time,TEMPERATURE_CONSIGNE [R],TEMPERATURE_REPRISE [R],HYGROMETRIE_CONSIGNE [I],HYGROMETRIE_CELLULE [R],CONSIGNE_CO2 [I],CO2 [R],IRRADIANCE [I],HUMIDIFICATEUR [I],V2V_DESHUMIDIF [B],DESHUMIDIFICATEUR [B],V2V_AIR_VICIE [B],V2V_EAU_PLUIE [I],V2V_CAPTAGE_CO2 [B],V2V_INJECTION_CO2 [B],V2V_ABSORBTION_CO2 [B],V2V_INJ_AIR_NEUF [B]
1677008057.0,0.0,0.0,22.1,21.784210789473683,86.0,87.47368421052632,487.0,486.10526315789474,10942.0,4.842105263157895,1.0,1.0,1.0,100.0,0.8421052631578947,0.4210526315789473,0.8421052631578947,1.0
1677008358.0,0.0,0.0,22.046666666666667,21.7133336,86.0,87.2,487.0,485.73333333333335,10942.0,5.333333333333333,1.0,1.0,1.0,100.0,0.8666666666666667,0.4666666666666667,0.8666666666666667,1.0
1677008658.0,0.0,0.0,22.0,21.621053052631577,86.0,86.94736842105263,487.0,487.4736842105263,10942.0,12.63157894736842,1.0,1.0,1.0,100.0,0.631578947368421,0.7894736842105263,0.631578947368421,1.0
1677008958.0,0.0,0.0,22.30555555555556,21.955555166666667,87.22222222222223,89.5,487.0,484.94444444444446,10942.0,3.888888888888889,0.6666666666666666,0.7222222222222222,1.0,100.0,1.0,0.2777777777777778,1.0,1.0
1677009258.0,0.0,0.0,22.5,22.06428564285714,88.0,89.5,487.0,486.2142857142857,10942.0,12.428571428571429,0.9285714285714286,0.9285714285714286,1.0,100.0,0.6428571428571429,0.6428571428571429,0.6428571428571429,1.0
1677009558.0,0.0,0.0,21.03846153846154,21.353845846153845,89.46153846153847,81.26923076923077,487.0,485.5,10942.0,55.0,0.7307692307692307,0.7307692307692307,1.0,100.0,1.0,0.2307692307692307,1.0,1.0
1677009858.0,0.0,0.0,20.5,20.239130608695653,90.0,85.17391304347827,487.0,487.7391304347826,10942.0,61.0,1.0,1.0,1.0,100.0,0.4782608695652174,0.9130434782608696,0.4782608695652174,1.0
1677010159.0,0.0,0.0,20.192307692307693,20.15384607692308,90.76923076923076,88.53846153846153,487.0,485.46153846153845,10942.0,26.53846153846154,1.0,1.0,1.0,100.0,1.0,0.3076923076923077,1.0,1.0
1677010459.0,0.0,0.0,20.1,19.894117352941176,91.0,88.88235294117646,487.0,486.88235294117646,10942.0,31.11764705882353,1.0,1.0,1.0,100.0,0.6470588235294118,0.8235294117647058,0.6470588235294118,1.0
1677010759.0,0.0,0.0,20.407692307692308,20.184615153846156,91.76923076923076,91.6923076923077,487.0,485.46153846153845,10942.0,11.615384615384617,1.0,1.0,1.0,100.0,1.0,0.3076923076923077,1.0,1.0
